Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,14843.969727000002,14945.049805,14843.969727000002,14944.769531,14944.769531,250383000
2006-01-04,15112.759766,15208.860352000002,15085.44043,15200.05957,15200.05957,565220200
2006-01-05,15313.849609,15373.790038999998,15261.820313,15271.129883000001,15271.129883000001,514294600
2006-01-06,15327.290038999998,15347.0,15252.480469,15344.44043,15344.44043,397727400
2006-01-09,15497.969727000002,15602.879883000001,15497.719727000002,15547.429688,15547.429688,581542400
2006-01-10,15638.400391,15658.910156,15500.160156,15569.910156,15569.910156,581719000
2006-01-11,15584.540038999998,15725.469727000002,15584.540038999998,15650.879883000001,15650.879883000001,576574400
2006-01-12,15767.94043,15791.299805,15651.959961000002,15719.370116999999,15719.370116999999,503136400
2006-01-13,15672.389647999998,15792.360352000002,15670.769531,15787.969727000002,15787.969727000002,380816800
2006-01-16,15787.269531,15816.540038999998,15745.040038999998,15777.719727000002,15777.719727000002,393659200
2006-01-17,15798.519531,15798.519531,15550.230469,15576.200195,15576.200195,506251600
2006-01-18,15426.919922,15525.599609,15376.450195,15481.209961000002,15481.209961000002,437278800
2006-01-19,15555.780272999998,15675.269531,15549.679688,15670.419922,15670.419922,418395400
2006-01-20,15700.709961000002,15788.070313,15565.509766,15662.080078,15662.080078,556324200
2006-01-23,15454.799805,15497.929688,15412.259766,15464.769531,15464.769531,512870000
2006-01-24,15540.919922,15551.660156,15463.110352000002,15530.570313,15530.570313,334958200
2006-01-25,15560.660156,15572.379883000001,15487.679688,15520.389647999998,15520.389647999998,375993800
2006-01-26,15550.330078,15563.400391,15469.240234,15520.070313,15520.070313,361639800
2006-01-27,15659.209961000002,15770.450195,15650.69043,15753.139647999998,15753.139647999998,900109200
2006-02-01,15798.44043,15808.179688,15653.900391,15742.299805,15742.299805,540984600
2006-02-02,15771.339844,15775.650391,15666.94043,15691.69043,15691.69043,510822200
2006-02-03,15472.030272999998,15486.740234,15420.660156,15429.730469,15429.730469,565005800
2006-02-06,15415.879883000001,15564.959961000002,15374.889647999998,15548.05957,15548.05957,473072800
2006-02-07,15558.519531,15560.400391,15466.469727000002,15517.009766,15517.009766,526470000
2006-02-08,15451.209961000002,15469.509766,15327.070313,15373.44043,15373.44043,612390600
2006-02-09,15443.429688,15467.669922,15371.730469,15413.429688,15413.429688,397975800
2006-02-10,15365.389647999998,15443.450195,15355.44043,15425.950195,15425.950195,411900800
2006-02-13,15303.040038999998,15355.389647999998,15267.950195,15312.089844,15312.089844,406328000
2006-02-14,15241.660156,15445.070313,15240.950195,15420.320313,15420.320313,417382000
2006-02-15,15449.139647999998,15514.929688,15316.629883000001,15423.259766,15423.259766,436302800
2006-02-16,15495.799805,15495.799805,15436.530272999998,15450.879883000001,15450.879883000001,373306400
2006-02-17,15517.919922,15520.599609,15437.540038999998,15475.69043,15475.69043,354205000
2006-02-20,15525.740234,15627.049805,15525.740234,15598.669922,15598.669922,326216800
2006-02-21,15651.740234,15661.200195,15567.629883000001,15627.240234,15627.240234,359727400
2006-02-22,15613.860352000002,15641.780272999998,15584.269531,15635.719727000002,15635.719727000002,285357400
2006-02-23,15651.780272999998,15849.860352000002,15611.549805,15812.530272999998,15812.530272999998,527662800
2006-02-24,15848.5,15875.330078,15779.790038999998,15856.049805,15856.049805,350481000
2006-02-27,15943.639647999998,15999.30957,15890.799805,15949.889647999998,15949.889647999998,417455600
2006-02-28,15920.490234,15928.080078,15824.450195,15918.480469,15918.480469,357386400
2006-03-01,15768.209961000002,15887.629883000001,15768.209961000002,15818.089844,15818.089844,296409200
2006-03-02,15905.94043,15922.950195,15836.360352000002,15882.450195,15882.450195,294946800
2006-03-03,15887.669922,15896.55957,15802.0,15802.0,15802.0,398964400
2006-03-06,15812.719727000002,15845.200195,15777.0,15811.830078,15811.830078,280681600
2006-03-07,15835.469727000002,15835.469727000002,15560.620116999999,15602.360352000002,15602.360352000002,503860000
2006-03-08,15545.419922,15555.820313,15348.219727000002,15493.089844,15493.089844,496846400
2006-03-09,15526.089844,15555.610352000002,15458.780272999998,15510.129883000001,15510.129883000001,371035400
2006-03-10,15521.400391,15521.400391,15397.179688,15445.049805,15445.049805,227922800
2006-03-13,15542.790038999998,15545.849609,15469.769531,15542.070313,15542.070313,213722400
2006-03-14,15548.129883000001,15548.269531,15461.80957,15519.759766,15519.759766,285640000
2006-03-15,15647.429688,15762.110352000002,15647.0,15720.360352000002,15720.360352000002,324151000
2006-03-16,15753.360352000002,15773.730469,15668.339844,15729.040038999998,15729.040038999998,237243800
2006-03-17,15778.480469,15845.969727000002,15715.410156,15801.660156,15801.660156,431043600
2006-03-20,15868.490234,15973.009766,15862.900391,15929.950195,15929.950195,428078000
2006-03-21,15911.490234,15936.179688,15870.730469,15922.75,15922.75,249834200
2006-03-22,15790.450195,15840.139647999998,15619.139647999998,15642.80957,15642.80957,383483600
2006-03-23,15689.610352000002,15772.929688,15669.469727000002,15771.169922,15771.169922,315598200
2006-03-24,15778.179688,15792.040038999998,15671.629883000001,15716.459961000002,15716.459961000002,290918200
2006-03-27,15743.669922,15847.75,15694.110352000002,15815.870116999999,15815.870116999999,416034600
2006-03-28,15824.530272999998,15920.070313,15787.0,15856.580078,15856.580078,563170400
2006-03-29,15790.429688,15843.099609,15729.259766,15745.110352000002,15745.110352000002,365452000
2006-03-30,15819.419922,15954.910156,15819.419922,15880.69043,15880.69043,422453600
2006-03-31,15942.730469,15964.349609,15739.19043,15805.040038999998,15805.040038999998,424538400
2006-04-03,15904.969727000002,16076.740234,15877.44043,16063.75,16063.75,340218000
2006-04-04,16107.219727000002,16121.219727000002,16039.509766,16100.089844,16100.089844,380671000
2006-04-06,16100.089844,16423.310547,16100.089844,16411.130859,16411.130859,575474200
2006-04-07,16415.519531,16534.830078,16328.629883000001,16471.779297,16471.779297,450439600
2006-04-10,16383.580078,16527.939453,16374.589844,16521.589844,16521.589844,335448400
2006-04-11,16480.859375,16505.759766,16381.009766,16475.810547,16475.810547,295626400
2006-04-12,16414.369141,16427.560547,16260.879883000001,16310.759766,16310.759766,448174000
2006-04-13,16360.160156,16446.669922,16308.769531,16429.449219,16429.449219,337570600
2006-04-18,16534.900391,16643.800781,16533.070313,16637.529297,16637.529297,422676000
2006-04-19,16858.029297,16897.810547,16780.529297,16830.439453,16830.439453,564111600
2006-04-20,16888.880859,16953.25,16753.189453,16944.339844,16944.339844,436367800
2006-04-21,16893.519531,16991.519531,16808.619141,16912.150391,16912.150391,414154200
2006-04-24,16917.609375,16930.009766,16678.310547,16705.669922,16705.669922,479641800
2006-04-25,16734.830078,16746.310547,16547.300781,16577.769531,16577.769531,495561400
2006-04-26,16628.599609,16739.269531,16539.070313,16672.660156,16672.660156,397465000
2006-04-27,16749.480469,16856.970703,16728.849609,16742.849609,16742.849609,293001200
2006-04-28,16461.599609,16672.410156,16429.5,16661.300781,16661.300781,362459600
