Date,Open,High,Low,Close,Adj Close,Volume
2006-01-02,5410.240234000001,5451.569824,5409.279785,5449.97998,5449.97998,0
2006-01-03,5451.339844,5496.459961,5440.740234000001,5460.680176,5460.680176,0
2006-01-04,5494.459961,5523.669922,5477.600098,5523.620117,5523.620117,0
2006-01-05,5521.859863000001,5526.410156,5502.25,5516.529785,5516.529785,0
2006-01-06,5521.52002,5537.580078,5507.919922,5536.319824,5536.319824,0
2006-01-09,5543.339844,5553.549805,5532.839844,5537.109863000001,5537.109863000001,0
2006-01-10,5528.060059,5528.279785,5482.180176,5494.709961,5494.709961,0
2006-01-11,5524.200195,5537.47998,5515.669922,5532.890136999999,5532.890136999999,0
2006-01-12,5533.25,5553.47998,5516.240234000001,5542.129883,5542.129883,0
2006-01-13,5531.72998,5531.72998,5463.779785,5483.089844,5483.089844,0
2006-01-16,5464.97998,5515.259765999999,5462.540039,5514.640136999999,5514.640136999999,0
2006-01-17,5481.859863000001,5481.859863000001,5448.870117,5460.160156,5460.160156,0
2006-01-18,5419.180176,5426.819824,5363.640136999999,5395.609863000001,5395.609863000001,0
2006-01-19,5411.339844,5438.910156,5410.290039,5430.839844,5430.839844,0
2006-01-20,5433.689941,5447.370117,5344.52002,5349.02002,5349.02002,0
2006-01-23,5311.899902,5350.240234000001,5290.490234000001,5348.720215,5348.720215,0
2006-01-24,5350.77002,5369.580078,5321.27002,5334.299805,5334.299805,0
2006-01-25,5346.359863000001,5430.089844,5339.009765999999,5427.089844,5427.089844,0
2006-01-26,5433.049805,5549.080078,5422.259765999999,5548.910156,5548.910156,0
2006-01-27,5586.47998,5650.950195,5585.370117,5647.419922,5647.419922,0
2006-01-30,5636.240234000001,5670.390136999999,5619.069824,5660.029785,5660.029785,0
2006-01-31,5667.700195,5697.009765999999,5635.810059,5674.149902,5674.149902,0
2006-02-01,5662.049805,5733.560059,5643.399902,5726.529785,5726.529785,0
2006-02-02,5738.5,5760.629883,5644.109863000001,5649.600098,5649.600098,0
2006-02-03,5662.689941,5686.439941,5614.290039,5657.120117,5657.120117,0
2006-02-06,5667.180176,5702.759765999999,5649.279785,5666.779785,5666.779785,0
